name,street,subarea,area,city,province,Address
Bismillah Autos Works,Khushal Road,Block 2,,Karachi,Sindh,Bismillah Autos Works Khushal Road Block 2  Karachi Sindh
Reliance Electronics,Kurta Gali,Block 2,,Karachi,Sindh,Reliance Electronics Kurta Gali Block 2  Karachi Sindh
Popular Estate,Haji Mushtaq Ali Khan Road,Block 6,,Karachi,Sindh,Popular Estate Haji Mushtaq Ali Khan Road Block 6  Karachi Sindh
Peach Heaven,46th Street,Block 6,,Karachi,Sindh,Peach Heaven 46th Street Block 6  Karachi Sindh
Revolution Network,Shaheed e Millat Road,Block 7/8 Jinnah Housing Society,,Karachi,Sindh,Revolution Network Shaheed e Millat Road Block 7/8 Jinnah Housing Society  Karachi Sindh
Al Madina Car AC Center,Burhani Road,Block 7/8 Jinnah Housing Society,,Karachi,Sindh,Al Madina Car AC Center Burhani Road Block 7/8 Jinnah Housing Society  Karachi Sindh
K Electric,Syedna Zainuddin Road,Block B Shabbirabad Society,,Karachi,Sindh,K Electric Syedna Zainuddin Road Block B Shabbirabad Society  Karachi Sindh
Bukhari Battery,Burhani Avenue,Block A Bangalore Town,,Karachi,Sindh,Bukhari Battery Burhani Avenue Block A Bangalore Town  Karachi Sindh
Art Scene Galleries,Stadium Lane No 1,Phase 5,,Karachi,Sindh,Art Scene Galleries Stadium Lane No 1 Phase 5  Karachi Sindh
Pakeeza Family Store,Stadium Lane No 4,Phase 5,,Karachi,Sindh,Pakeeza Family Store Stadium Lane No 4 Phase 5  Karachi Sindh
New Stitching In Design,Badar Commercial Street No 9,Phase 5,,Karachi,Sindh,New Stitching In Design Badar Commercial Street No 9 Phase 5  Karachi Sindh
Al Ghausia Chicken & Vegetable,Badar Commercial Street No 2,Phase 5,,Karachi,Sindh,Al Ghausia Chicken & Vegetable Badar Commercial Street No 2 Phase 5  Karachi Sindh
Property Link Network,Nisar Shaheed Road,Phase 4,,Karachi,Sindh,Property Link Network Nisar Shaheed Road Phase 4  Karachi Sindh
Mehak Studio,Adnan Khalil Street,Block 3,,Karachi,Sindh,Mehak Studio Adnan Khalil Street Block 3  Karachi Sindh
Tyre Puncture Shop,Korangi Road,Allahwala Town,,Karachi,Sindh,Tyre Puncture Shop Korangi Road Allahwala Town  Karachi Sindh
Dr Rehan & Associate,Parking Area,Block 9,,Karachi,Sindh,Dr Rehan & Associate Parking Area Block 9  Karachi Sindh
Fakhra's,Bank Road,Block 5,,Karachi,Sindh,Fakhra's Bank Road Block 5  Karachi Sindh
Feather 5,Khayaban e Iqbal,Block 8,,Karachi,Sindh,Feather 5 Khayaban e Iqbal Block 8  Karachi Sindh
Sahil Electronics,Bank Road,Block 5,,Karachi,Sindh,Sahil Electronics Bank Road Block 5  Karachi Sindh
Ahmed Raza Electric Sanitary & Hardware Store,Al-Amna Avenue,Sector 5 C 3,,Karachi,Sindh,Ahmed Raza Electric Sanitary & Hardware Store Al-Amna Avenue Sector 5 C 3  Karachi Sindh
Abid Furniture Wala,Shahrah e Maulana Shaukat Ali,Sector 11 D,,Karachi,Sindh,Abid Furniture Wala Shahrah e Maulana Shaukat Ali Sector 11 D  Karachi Sindh
Ahmed Dairy Farm,KB Road,Bhitaiabad Block 9,,Karachi,Sindh,Ahmed Dairy Farm KB Road Bhitaiabad Block 9  Karachi Sindh
Aiman Autos,Shah Faisal Avenue,Green Town,,Karachi,Sindh,Aiman Autos Shah Faisal Avenue Green Town  Karachi Sindh
Al Dawood General Store,Cantonment Graveyard Road,Block 19,,Karachi,Sindh,Al Dawood General Store Cantonment Graveyard Road Block 19  Karachi Sindh
Al Madina Biryani Center,Road No 5,Sector 5,,Karachi,Sindh,Al Madina Biryani Center Road No 5 Sector 5  Karachi Sindh
Al Mehran Tailors,University Road,Sector 38 A,,Karachi,Sindh,Al Mehran Tailors University Road Sector 38 A  Karachi Sindh
Al Samad Jewellers,Resham Gali Road,Shah Faisal Colony 1,,Karachi,Sindh,Al Samad Jewellers Resham Gali Road Shah Faisal Colony 1  Karachi Sindh
Allah Tawakkal Bakers,Aligarh Road,Sector 1 A,,Karachi,Sindh,Allah Tawakkal Bakers Aligarh Road Sector 1 A  Karachi Sindh
Allah Wala Jump & Brake Shoes Repairing,Naseer ul Haq Road,Sector 11 E,,Karachi,Sindh,Allah Wala Jump & Brake Shoes Repairing Naseer ul Haq Road Sector 11 E  Karachi Sindh
Aman Autos,Al-Amna Avenue,Sector 3,,Karachi,Sindh,Aman Autos Al-Amna Avenue Sector 3  Karachi Sindh
Ali Sanitary Store,Kiran Hospital Road,Sector 28,,Karachi,Sindh,Ali Sanitary Store Kiran Hospital Road Sector 28  Karachi Sindh
Anis Autos,Shahrah e Maulana Muhammad Ali Jauhar,Sector 5 J,,Karachi,Sindh,Anis Autos Shahrah e Maulana Muhammad Ali Jauhar Sector 5 J  Karachi Sindh
Anwari Electric & Hardware Store,Khayaban e Madinatul Uloom,Block 5,,Karachi,Sindh,Anwari Electric & Hardware Store Khayaban e Madinatul Uloom Block 5  Karachi Sindh
ATM UBL,Shahrah e Usman,Sector 11 E,,Karachi,Sindh,ATM UBL Shahrah e Usman Sector 11 E  Karachi Sindh
Autos Zone,University Road,Block 1,,Karachi,Sindh,Autos Zone University Road Block 1  Karachi Sindh
Awami Estate,Street Number 1,Shah Faisal Colony 1,,Karachi,Sindh,Awami Estate Street Number 1 Shah Faisal Colony 1  Karachi Sindh
Azlan Autos,Shahrah e Orangi,Sector 6,,Karachi,Sindh,Azlan Autos Shahrah e Orangi Sector 6  Karachi Sindh
Best Choice Hair Salon,Sir Shah Suleman Road,Block 13 D 3,,Karachi,Sindh,Best Choice Hair Salon Sir Shah Suleman Road Block 13 D 3  Karachi Sindh
Brothers Electric Store,Shahrah e Maulana Shaukat Ali,Sector 5 D,,Karachi,Sindh,Brothers Electric Store Shahrah e Maulana Shaukat Ali Sector 5 D  Karachi Sindh
Computers Way 2,Shahrah e Usman,Sector 11 K,,Karachi,Sindh,Computers Way 2 Shahrah e Usman Sector 11 K  Karachi Sindh
Darogha Cement Depot,Syed Altaf Ali Brelvi Road,Block 1,,Karachi,Sindh,Darogha Cement Depot Syed Altaf Ali Brelvi Road Block 1  Karachi Sindh
Faiz Electric Works,SM Taufiq Road,C Area,,Karachi,Sindh,Faiz Electric Works SM Taufiq Road C Area  Karachi Sindh
Farman Steel & Cement Depot,Sir Shah Suleman Road,Block 10,,Karachi,Sindh,Farman Steel & Cement Depot Sir Shah Suleman Road Block 10  Karachi Sindh
H & H Stylish Boutique & Tailors,Saqib Shaheed Road,Block 11,,Karachi,Sindh,H & H Stylish Boutique & Tailors Saqib Shaheed Road Block 11  Karachi Sindh
H S Electronics Store,Sehba Akhtar Road,Block 13 D 2,,Karachi,Sindh,H S Electronics Store Sehba Akhtar Road Block 13 D 2  Karachi Sindh
Haleem General Store,Al Waris Street,Sector 38 A,,Karachi,Sindh,Haleem General Store Al Waris Street Sector 38 A  Karachi Sindh
Hamid Optics,Sir Syed Ahmed Khan Flyover,Block 13 C,,Karachi,Sindh,Hamid Optics Sir Syed Ahmed Khan Flyover Block 13 C  Karachi Sindh
Ideal Comm,Al-Amna Avenue,Sector 11 A,,Karachi,Sindh,Ideal Comm Al-Amna Avenue Sector 11 A  Karachi Sindh
Masjid Anwar,Ghausia Masjid Road,C Area,,Karachi,Sindh,Masjid Anwar Ghausia Masjid Road C Area  Karachi Sindh
Masjid Islam,9 No Main Road,Block 10,,Karachi,Sindh,Masjid Islam 9 No Main Road Block 10  Karachi Sindh
Kazim Wholesale Chicken House,Gulfishan Masjid Road,Gulfishan Society,,Karachi,Sindh,Kazim Wholesale Chicken House Gulfishan Masjid Road Gulfishan Society  Karachi Sindh
LA Diva Beauty Salon,Akhtar Masood Road,Block M,,Karachi,Sindh,LA Diva Beauty Salon Akhtar Masood Road Block M  Karachi Sindh
M J Electronics,Aligarh Road,Sector 6,,Karachi,Sindh,M J Electronics Aligarh Road Sector 6  Karachi Sindh
Maaz Brothers Autos,Anda Mor Road,Sector 11 C 1,,Karachi,Sindh,Maaz Brothers Autos Anda Mor Road Sector 11 C 1  Karachi Sindh
Madina Gift Center,Tabish Dehalvi Road,Nazimabad No 5,,Karachi,Sindh,Madina Gift Center Tabish Dehalvi Road Nazimabad No 5  Karachi Sindh
Madrassa Hafsa Lilbanat,Abu Bakar Siddique Road,Shah Faisal Colony 1,,Karachi,Sindh,Madrassa Hafsa Lilbanat Abu Bakar Siddique Road Shah Faisal Colony 1  Karachi Sindh
Makkah Steelworks,Azeempura Road,Gulfishan Society,,Karachi,Sindh,Makkah Steelworks Azeempura Road Gulfishan Society  Karachi Sindh
Mashallah Electronics Center,Tauheed Colony Road,Block D,,Karachi,Sindh,Mashallah Electronics Center Tauheed Colony Road Block D  Karachi Sindh
Mashallah Medical & General Store,Street Number 27,Sector 5 M,,Karachi,Sindh,Mashallah Medical & General Store Street Number 27 Sector 5 M  Karachi Sindh
Modern Bin Ghazi Decoration Service,Anda Mor Road,Sector 11 C 3,,Karachi,Sindh,Modern Bin Ghazi Decoration Service Anda Mor Road Sector 11 C 3  Karachi Sindh
Nasir Autos,Anum Uzair Shaheed Road,Block 13 B,,Karachi,Sindh,Nasir Autos Anum Uzair Shaheed Road Block 13 B  Karachi Sindh
Nasir Estate,Shahrah e Usman,Sector 5 D,,Karachi,Sindh,Nasir Estate Shahrah e Usman Sector 5 D  Karachi Sindh
New Decent Electronics,SM Taufiq Road,Block 6,Liaquatabad,Karachi,Sindh,New Decent Electronics SM Taufiq Road Block 6 Liaquatabad Karachi Sindh
Noorani Parts Drill Machine,Korangi Shah Faisal Road,Sector 11,Landhi,Karachi,Sindh,Noorani Parts Drill Machine Korangi Shah Faisal Road Sector 11 Landhi Karachi Sindh
Property Reportor,Atif Khilji Road,,Nazimabad,Karachi,Sindh,Property Reportor Atif Khilji Road  Nazimabad Karachi Sindh
Raheel Comm,29th Street,,New Karachi,Karachi,Sindh,Raheel Comm 29th Street  New Karachi Karachi Sindh
Rang Barang Paint House,Jamia Millia Road,,Shah Faisal Town,Karachi,Sindh,Rang Barang Paint House Jamia Millia Road  Shah Faisal Town Karachi Sindh
SM Electronics,Talha Medical Road,,Metrovil Colony,Karachi,Sindh,SM Electronics Talha Medical Road  Metrovil Colony Karachi Sindh
Sa Generator,Shadman No 2 Road,,Shadman Town,Karachi,Sindh,Sa Generator Shadman No 2 Road  Shadman Town Karachi Sindh
Shahid Hardware 2,Green Town Asif Road,,Shah Faisal Town,Karachi,Sindh,Shahid Hardware 2 Green Town Asif Road  Shah Faisal Town Karachi Sindh
Shoaib General Store,Usman Ghani Street,,New Karachi,Karachi,Sindh,Shoaib General Store Usman Ghani Street  New Karachi Karachi Sindh
Siddiqui Boot House,Al-Amna Avenue,,New Karachi,Karachi,Sindh,Siddiqui Boot House Al-Amna Avenue  New Karachi Karachi Sindh
Sikandar Tailors,Qatar Hospital Road,,Orangi,Karachi,Sindh,Sikandar Tailors Qatar Hospital Road  Orangi Karachi Sindh
Sitara Sofa Art,Al Haider Society Road,,Shah Faisal Town,Karachi,Sindh,Sitara Sofa Art Al Haider Society Road  Shah Faisal Town Karachi Sindh
Tokyo Men Hair Salon,Kiran Hospital Road,,Gulzar e Hijri Scheme 33,Karachi,Sindh,Tokyo Men Hair Salon Kiran Hospital Road  Gulzar e Hijri Scheme 33 Karachi Sindh
Vip Autos,Shahrah e Faisal,,Shah Faisal Town,Karachi,Sindh,Vip Autos Shahrah e Faisal  Shah Faisal Town Karachi Sindh
Vip Cloth House,Ghosia Masjid Road,,Korangi Creek,Karachi,Sindh,Vip Cloth House Ghosia Masjid Road  Korangi Creek Karachi Sindh
Zeeshan Furniture,Sir Shah Suleman Road,,Liaquatabad,Karachi,Sindh,Zeeshan Furniture Sir Shah Suleman Road  Liaquatabad Karachi Sindh
AA Comm,Landhi 1,,Landhi,Karachi,Sindh,AA Comm Landhi 1  Landhi Karachi Sindh
Akhhz General Store,Shahrah Abul Fazal Siddiqui,,Nazimabad,Karachi,Sindh,Akhhz General Store Shahrah Abul Fazal Siddiqui  Nazimabad Karachi Sindh
Al Habib Comm,Landhi Industrial Area Road,,Landhi,Karachi,Sindh,Al Habib Comm Landhi Industrial Area Road  Landhi Karachi Sindh
Al Khan Power Generators Workshop,Bolan Avenue,,Gulshan e Maymar,Karachi,Sindh,Al Khan Power Generators Workshop Bolan Avenue  Gulshan e Maymar Karachi Sindh
Awan Marble & Granite Center,Muhammad Ali Road,,Gulshan e Maymar,Karachi,Sindh,Awan Marble & Granite Center Muhammad Ali Road  Gulshan e Maymar Karachi Sindh
Bhashani Food Center,Shahrah e Altaf,,Landhi,Karachi,Sindh,Bhashani Food Center Shahrah e Altaf  Landhi Karachi Sindh
Bismillah CNG Works,1st Street,,Gulshan e Maymar,Karachi,Sindh,Bismillah CNG Works 1st Street  Gulshan e Maymar Karachi Sindh
Bismillah Franck Electric Store,Talha Awan Road,,Sector 5,Karachi,Sindh,Bismillah Franck Electric Store Talha Awan Road  Sector 5 Karachi Sindh
Bismillah Electric Hardware Sanitary & Paint Store,Sherpao Road,,Landhi,Karachi,Sindh,Bismillah Electric Hardware Sanitary & Paint Store Sherpao Road  Landhi Karachi Sindh
Easypaisa,Landhi Industrial Area Road,,Landhi,Karachi,Sindh,Easypaisa Landhi Industrial Area Road  Landhi Karachi Sindh
Fazal Autos,Sherpao Road,,Landhi,Karachi,Sindh,Fazal Autos Sherpao Road  Landhi Karachi Sindh
Ibrahim Shah Marble Shop,IB Soomro Avenue,,Gulzar e Hijri Scheme 33,Karachi,Sindh,Ibrahim Shah Marble Shop IB Soomro Avenue  Gulzar e Hijri Scheme 33 Karachi Sindh
Karachi Rent A Car,Metrovil Road,,Sindh Industrial Trading Estate (SITE),Karachi,Sindh,Karachi Rent A Car Metrovil Road  Sindh Industrial Trading Estate (SITE) Karachi Sindh
Kashif Mehmood Awan Silencer Welding Works,Shahrah e Orangi,,North Nazimabad,Karachi,Sindh,Kashif Mehmood Awan Silencer Welding Works Shahrah e Orangi  North Nazimabad Karachi Sindh
Khan Photostat,Bahria Road,,Naval Colony,Karachi,Sindh,Khan Photostat Bahria Road  Naval Colony Karachi Sindh
Lpg Gas Shop,Faqir Colony Road,,Baldia,Karachi,Sindh,Lpg Gas Shop Faqir Colony Road  Baldia Karachi Sindh
Madni Trunk House,Quaidabad Railway Flyover,,Landhi,Karachi,Sindh,Madni Trunk House Quaidabad Railway Flyover  Landhi Karachi Sindh
Madrassa Faizan e Auliya,Street No 39,,Landhi,Karachi,Sindh,Madrassa Faizan e Auliya Street No 39  Landhi Karachi Sindh
Man O Salwa Ice Cream Parlour,Landhi Road,,Landhi,Karachi,Sindh,Man O Salwa Ice Cream Parlour Landhi Road  Landhi Karachi Sindh
Mardan Mobile Center,Mehran Highway,,Landhi,Karachi,Sindh,Mardan Mobile Center Mehran Highway  Landhi Karachi Sindh
Mashallah Jump Makers,Landhi Road,,Landhi,Karachi,Sindh,Mashallah Jump Makers Landhi Road  Landhi Karachi Sindh
Muhammad Noman Chakwal Chappal Maker,Mirza Adam Khan Road,,Lyari,Karachi,Sindh,Muhammad Noman Chakwal Chappal Maker Mirza Adam Khan Road  Lyari Karachi Sindh
Nazir Muhammad Comm,Rehri Road,,Landhi,Karachi,Sindh,Nazir Muhammad Comm Rehri Road  Landhi Karachi Sindh
Photostat & Stationery,Imam Ahmed Road,,PECHS,Karachi,Sindh,Photostat & Stationery Imam Ahmed Road  PECHS Karachi Sindh
Rajput Autos,Saeedabad Road,,Baldia,Karachi,Sindh,Rajput Autos Saeedabad Road  Baldia Karachi Sindh
Rasheed Autos,Qudsi Masjid Road,,Landhi,Karachi,Sindh,Rasheed Autos Qudsi Masjid Road  Landhi Karachi Sindh
Shuja Generators Parts,Punjab Road,,Manzoor Colony,Karachi,Sindh,Shuja Generators Parts Punjab Road  Manzoor Colony Karachi Sindh
Siddique Cloth House,2nd Street,,North Karachi,Karachi,Sindh,Siddique Cloth House 2nd Street  North Karachi Karachi Sindh
Super Star Hairdresser,Lal Board Area Road,,Landhi,Karachi,Sindh,Super Star Hairdresser Lal Board Area Road  Landhi Karachi Sindh
Suzuki Autos,Sufi Yousuf Shah Road,,Mohajir Camp,Karachi,Sindh,Suzuki Autos Sufi Yousuf Shah Road  Mohajir Camp Karachi Sindh
Wasim Autos,Korangi Shahfaisal Road,,Landhi,Karachi,Sindh,Wasim Autos Korangi Shahfaisal Road  Landhi Karachi Sindh
ZS Sanitary Hardware & Electric Store,Kachi Abadi Street,,Bath Island,Karachi,Sindh,ZS Sanitary Hardware & Electric Store Kachi Abadi Street  Bath Island Karachi Sindh
Zain Comm,2nd Lane,,Gulshan e Maymar,Karachi,Sindh,Zain Comm 2nd Lane  Gulshan e Maymar Karachi Sindh
ZH Autos,Shahrah e Maulana Shaukat Ali,,New Karachi,Karachi,Sindh,ZH Autos Shahrah e Maulana Shaukat Ali  New Karachi Karachi Sindh
A One English Secondary School,Street 1,,Sindh Industrial Trading Estate (SITE),Karachi,Sindh,A One English Secondary School Street 1  Sindh Industrial Trading Estate (SITE) Karachi Sindh
Abdullah Electric & Spare Parts,Street No 14,,Bhutta,Karachi,Sindh,Abdullah Electric & Spare Parts Street No 14  Bhutta Karachi Sindh
Ayub & Imran Cement Depot,Ittehad Town Naval Colony Road,,Naval Colony,Karachi,Sindh,Ayub & Imran Cement Depot Ittehad Town Naval Colony Road  Naval Colony Karachi Sindh
BBQ Night,Zia Colony Road,,Sindh Industrial Trading Estate (SITE),Karachi,Sindh,BBQ Night Zia Colony Road  Sindh Industrial Trading Estate (SITE) Karachi Sindh
Easypaisa,22nd Street,,Qayyumabad,Karachi,Sindh,Easypaisa 22nd Street  Qayyumabad Karachi Sindh
Jamia Ghausia Madrassa,Street Number 24,,Qayyumabad,Karachi,Sindh,Jamia Ghausia Madrassa Street Number 24  Qayyumabad Karachi Sindh
Naimat Fabricators Ironwork,Sir Shah Suleman Road,,Liaquatabad,Karachi,Sindh,Naimat Fabricators Ironwork Sir Shah Suleman Road  Liaquatabad Karachi Sindh
One Ten Mini Mart General Store,Sir Shah Suleman Road,,Liaquatabad,Karachi,Sindh,One Ten Mini Mart General Store Sir Shah Suleman Road  Liaquatabad Karachi Sindh
Shah Jahan Autos Corp,Qayyumabad Circular Avenue,,Qayyumabad,Karachi,Sindh,Shah Jahan Autos Corp Qayyumabad Circular Avenue  Qayyumabad Karachi Sindh
Wahid Poultry Farm & Sale Center,Amir Saeed Ahmed Shaheed Road,,Gulshan e Iqbal,Karachi,Sindh,Wahid Poultry Farm & Sale Center Amir Saeed Ahmed Shaheed Road  Gulshan e Iqbal Karachi Sindh
Zevar Palace,Khayaban e Iqbal,,Clifton,Karachi,Sindh,Zevar Palace Khayaban e Iqbal  Clifton Karachi Sindh
New China Sanitary Works,Gizri Road,,Gizri,Karachi,Sindh,New China Sanitary Works Gizri Road  Gizri Karachi Sindh
Edge Distributors,Seher Lane No 4,,DHA,Karachi,Sindh,Edge Distributors Seher Lane No 4  DHA Karachi Sindh
Sallu Brothers Compressor Works,Shahrah e Maulana Shaukat Ali,,New Karachi,Karachi,Sindh,Sallu Brothers Compressor Works Shahrah e Maulana Shaukat Ali  New Karachi Karachi Sindh
Al Rehman Dry Cleaner,Shahbaz Commercial Street No 1,,DHA,Karachi,Sindh,Al Rehman Dry Cleaner Shahbaz Commercial Street No 1  DHA Karachi Sindh
Asghar Lock Maker,Orangi Road,,Mujahidabad,Karachi,Sindh,Asghar Lock Maker Orangi Road  Mujahidabad Karachi Sindh
Fazal Electric Work,Dilawar Figar Road,,Nazimabad,Karachi,Sindh,Fazal Electric Work Dilawar Figar Road  Nazimabad Karachi Sindh
Top Shop Hairdresser,8th Street,,Liaquatabad,Karachi,Sindh,Top Shop Hairdresser 8th Street  Liaquatabad Karachi Sindh
Masjid Aqsa,University Road,,Gulshan e Iqbal,Karachi,Sindh,Masjid Aqsa University Road  Gulshan e Iqbal Karachi Sindh
Badar General Store,Dilawar Figar Road,,Nazimabad,Karachi,Sindh,Badar General Store Dilawar Figar Road  Nazimabad Karachi Sindh
Tariq Pakwan House,Babar Road,,Nazimabad,Karachi,Sindh,Tariq Pakwan House Babar Road  Nazimabad Karachi Sindh
Bismillah Battery & Ups,Tabish Dehalvi Road,,Nazimabad,Karachi,Sindh,Bismillah Battery & Ups Tabish Dehalvi Road  Nazimabad Karachi Sindh
Bismillah Autos,Hakeem Ibn e Sina Road,,Nazimabad,Karachi,Sindh,Bismillah Autos Hakeem Ibn e Sina Road  Nazimabad Karachi Sindh
Al Haram Dupatta Corner,Khayaban e Iqbal,,Clifton,Karachi,Sindh,Al Haram Dupatta Corner Khayaban e Iqbal  Clifton Karachi Sindh
Basement Car Parking Dolmen Mall,Abdul Sattar Edhi Road,,Clifton,Karachi,Sindh,Basement Car Parking Dolmen Mall Abdul Sattar Edhi Road  Clifton Karachi Sindh
Sohail Hardware Store,Riazuddin Ahmed Road,,Nazimabad,Karachi,Sindh,Sohail Hardware Store Riazuddin Ahmed Road  Nazimabad Karachi Sindh
Aj Comm,Quba Masjid Road,,Gulshan e Iqbal,Karachi,Sindh,Aj Comm Quba Masjid Road  Gulshan e Iqbal Karachi Sindh
Lucky Amir Sohail Hairdresser And Salon,Arshad Sabri Road,,Gulshan e Iqbal,Karachi,Sindh,Lucky Amir Sohail Hairdresser And Salon Arshad Sabri Road  Gulshan e Iqbal Karachi Sindh
Talha Electronics Repairs,Syed Altaf Ali Brelvi Road,,Nazimabad,Karachi,Sindh,Talha Electronics Repairs Syed Altaf Ali Brelvi Road  Nazimabad Karachi Sindh
Easypaisa,Murtaza Sodhar Road,,Gulzar e Hijri Scheme 33,Karachi,Sindh,Easypaisa Murtaza Sodhar Road  Gulzar e Hijri Scheme 33 Karachi Sindh
Ehsan Mobile Shop,New Karachi - University Road Link,,Gulzar e Hijri Scheme 33,Karachi,Sindh,Ehsan Mobile Shop New Karachi - University Road Link  Gulzar e Hijri Scheme 33 Karachi Sindh
Bismillah Electric Cool Service,Al Haider Society Road,,Shah Faisal Town,Karachi,Sindh,Bismillah Electric Cool Service Al Haider Society Road  Shah Faisal Town Karachi Sindh
Muhammad Hammad Autos,New Karachi - University Road Link,,Gulzar e Hijri Scheme 33,Karachi,Sindh,Muhammad Hammad Autos New Karachi - University Road Link  Gulzar e Hijri Scheme 33 Karachi Sindh
Bukhari Mobile Zone Comm,Arshad Sabri Road,,Gulshan e Iqbal,Karachi,Sindh,Bukhari Mobile Zone Comm Arshad Sabri Road  Gulshan e Iqbal Karachi Sindh
Ustad Ghulam Shabir Autos,National Highway,,Bin Qasim Town,Karachi,Sindh,Ustad Ghulam Shabir Autos National Highway  Bin Qasim Town Karachi Sindh
Easypaisa,National Highway,,Bin Qasim Town,Karachi,Sindh,Easypaisa National Highway  Bin Qasim Town Karachi Sindh
Naseeb Cloth,Tariq Road,,PECHS,Karachi,Sindh,Naseeb Cloth Tariq Road  PECHS Karachi Sindh
Fahad Cloth,Tariq Road,,PECHS,Karachi,Sindh,Fahad Cloth Tariq Road  PECHS Karachi Sindh
M Raheem Cloth House,Tariq Road,,PECHS,Karachi,Sindh,M Raheem Cloth House Tariq Road  PECHS Karachi Sindh
The Four Cloth,Abdul Rehman Road,,PECHS,Karachi,Sindh,The Four Cloth Abdul Rehman Road  PECHS Karachi Sindh
Rohan Jo Dora Fashion,Dr Riazuddin Road,,PECHS,Karachi,Sindh,Rohan Jo Dora Fashion Dr Riazuddin Road  PECHS Karachi Sindh
Fish Chick,Allama Qazi Road,,Sindhi Muslim CHS (SMCHS),Karachi,Sindh,Fish Chick Allama Qazi Road  Sindhi Muslim CHS (SMCHS) Karachi Sindh
Zia ur Rehman Marble,Manghopir Road,,Pak Colony,Karachi,Sindh,Zia ur Rehman Marble Manghopir Road  Pak Colony Karachi Sindh
Ishaq Sweets & Nimco,Manghopir Road,,Pak Colony,Karachi,Sindh,Ishaq Sweets & Nimco Manghopir Road  Pak Colony Karachi Sindh
Abdullah Aluminium,Bukhari Commercial Lane No 12,,DHA,Karachi,Sindh,Abdullah Aluminium Bukhari Commercial Lane No 12  DHA Karachi Sindh
Matrix Company,Shahrah e Firdousi,,Clifton,Karachi,Sindh,Matrix Company Shahrah e Firdousi  Clifton Karachi Sindh
Classic Wears,Tariq Road,,PECHS,Karachi,Sindh,Classic Wears Tariq Road  PECHS Karachi Sindh
Faiz Electric Works & Pak Engineering,Shahrah E Zahid Hussain Road,,North Karachi,Karachi,Sindh,Faiz Electric Works & Pak Engineering Shahrah E Zahid Hussain Road  North Karachi Karachi Sindh
Smart Collection,Tariq Road,,PECHS,Karachi,Sindh,Smart Collection Tariq Road  PECHS Karachi Sindh
Karim Carpets & Furnitures,Landhi Road,,Landhi,Karachi,Sindh,Karim Carpets & Furnitures Landhi Road  Landhi Karachi Sindh
Gileeto Restaurant,Jauhar Road,,Gulistan e Jauhar,Karachi,Sindh,Gileeto Restaurant Jauhar Road  Gulistan e Jauhar Karachi Sindh
Naimat E Shireen,Street No 2,,Gulistan e Jauhar,Karachi,Sindh,Naimat E Shireen Street No 2  Gulistan e Jauhar Karachi Sindh
Sain's Chai,Gulistan e Jauhar - Malir Cantt Road,Block 9 A,Bhittaiabad,Karachi,Sindh,Sain's Chai Gulistan e Jauhar - Malir Cantt Road Block 9 A Bhittaiabad Karachi Sindh
Kafe 33,Abdullah Terrace Road,Block 16,Gulistan e Jauhar,Karachi,Sindh,Kafe 33 Abdullah Terrace Road Block 16 Gulistan e Jauhar Karachi Sindh
R 1143,Abajee Street,Block 20,Federal B Area (Gulberg),Karachi,Sindh,R 1143 Abajee Street Block 20 Federal B Area (Gulberg) Karachi Sindh
R 15,Al Noor Street,Block 20,Federal B Area (Gulberg),Karachi,Sindh,R 15 Al Noor Street Block 20 Federal B Area (Gulberg) Karachi Sindh
R 327,Abajee Street,Block 20,Federal B Area (Gulberg),Karachi,Sindh,R 327 Abajee Street Block 20 Federal B Area (Gulberg) Karachi Sindh
A 575,M Asif Road,Block 12,Federal B Area (Gulberg),Karachi,Sindh,A 575 M Asif Road Block 12 Federal B Area (Gulberg) Karachi Sindh
A 841,Street No 1,Block 12,Federal B Area (Gulberg),Karachi,Sindh,A 841 Street No 1 Block 12 Federal B Area (Gulberg) Karachi Sindh
DT 34,Street No 7,Block 12,Federal B Area (Gulberg),Karachi,Sindh,DT 34 Street No 7 Block 12 Federal B Area (Gulberg) Karachi Sindh
A 1,Street No 1,Block 12,Federal B Area (Gulberg),Karachi,Sindh,A 1 Street No 1 Block 12 Federal B Area (Gulberg) Karachi Sindh
A 298,Street No 4,Block 12,Federal B Area (Gulberg),Karachi,Sindh,A 298 Street No 4 Block 12 Federal B Area (Gulberg) Karachi Sindh
A 827,Haider Hussain Road,Block 12,Federal B Area (Gulberg),Karachi,Sindh,A 827 Haider Hussain Road Block 12 Federal B Area (Gulberg) Karachi Sindh
A 580,M Asif Road,Block 12,Federal B Area (Gulberg),Karachi,Sindh,A 580 M Asif Road Block 12 Federal B Area (Gulberg) Karachi Sindh
B 6,Street No 1,Block 12,Federal B Area (Gulberg),Karachi,Sindh,B 6 Street No 1 Block 12 Federal B Area (Gulberg) Karachi Sindh
L 34,Street No 7,Block 12,Federal B Area (Gulberg),Karachi,Sindh,L 34 Street No 7 Block 12 Federal B Area (Gulberg) Karachi Sindh
ST 1B,Ziauddin Abbasi Shaheed Road,Block 11,Federal B Area (Gulberg),Karachi,Sindh,ST 1B Ziauddin Abbasi Shaheed Road Block 11 Federal B Area (Gulberg) Karachi Sindh
B 64,2nd Shadab Street,Block 11,Federal B Area (Gulberg),Karachi,Sindh,B 64 2nd Shadab Street Block 11 Federal B Area (Gulberg) Karachi Sindh
